State,City,Station,Format
Ohio,Cleveland,WCCD - Radio 1000 - Gospel/Religious,Unknown Format
Ohio,Cleveland,WERE - NewsTalk 1490 - Urban talk/Brokered programming,Unknown Format
Ohio,Cincinnati,WIZF,101.1 The Wiz
Ohio,Cincinnati,WOSL,100.3 R&B
Ohio,Cincinnati,WEBN-HD3,102.3 The Beat
Ohio,Cincinnati,WGRI,Inspiration 1050 & 103.1
Ohio,Cincinnati,WDBZ,The Buzz 1230 AM
Ohio,Cincinnati,WCVG - 1320 The Voice - Urban Gospel/Brokered Programming,Unknown Format
Ohio,Columbus,WZCB,106.7 The Beat
Ohio,Columbus,WZCB HD-2 - Throwback 105.3 - Classic Hip Hop,Unknown Format
Ohio,Columbus,WCKX / WHTD,Power 107.5/106.3
Ohio,Columbus,WXMG,Magic 95.5
Ohio,Columbus,WYTS - Columbus’ BIN 1230 - Black-oriented news,Unknown Format
Ohio,Columbus,WJYD,Joy 107.1 - Black Gospel
Ohio,Dayton,WDHT,Hot 102.9
Ohio,Dayton,WROU-FM,92.1 WROU
Ohio,Dayton,WDAO,WDAO 1210 AM
Ohio,Dayton,WHKO-HD3,The Soul of Dayton 98.7
Ohio,Dayton,WIZE - Dayton's BIN 1340 - Black-oriented news,Unknown Format
Ohio,Toledo,WJZE,Hot 97-3
Ohio,Toledo,WJUC,107.3 the Juice
Ohio,Toledo,WIMX,Mix 95.7
Ohio,Toledo,WVKS-HD2 ,94.9 The Beat
Ohio,Youngstown,WGFT,Star 94.7
Ohio,Youngstown,WLOA - Loud 102.3 - Rhythmic contemporary/Hip Hop,Unknown Format
Ohio,Youngstown,WAKZ - Real 95.9 - Mainstream urban,Unknown Format
Ohio,Youngstown,WKTX - 99.7 The Drum - Urban oldies/Urban contemporary gospel,Unknown Format
Ohio,Middleport,WMPO - 94Q FM - Rhythmic Top 40,Unknown Format
Ohio,Englewood,WGJM-LP - 97.9 Praise FM - Urban gospel,Unknown Format
Oklahoma,Oklahoma City,KRMP,Heart & Soul 92.1 & 1140
Oklahoma,Oklahoma City,KTLV,AM 1220
Oklahoma,Oklahoma City,KVSP,Power 103.5
Oklahoma,Oklahoma City,KOMA-HD3 - V103 - Rhythmic adult contemporary,Unknown Format
Oklahoma,Tulsa,KGTO,Heart & Soul 99.1 & 1050
Oklahoma,Tulsa,KJMM,105.3 - 105 K-Jamz
Oklahoma,Lawton,KJMZ,97.9 Jamz
Oklahoma,Lawton,KKRX,Heart & Soul 96.7 & 1380
Oklahoma,Langston,KALU,89.3
Oregon,Portland,KBMS,Best Music Station AM 1480
Oregon,Portland,KXJM,Jam'n 107.5
Oregon,Portland,KINK HD-2/K275CH - WE 102.9 - Rhythmic Top 40/Hip Hop,Unknown Format
Oregon,Portland,KOOR - 1010 Urbana - Spanish rhythmic,Unknown Format
Oregon,Klamath Falls,KKKJ - 3KJ Jammin 105.5 - Rhythmic CHR,Unknown Format
Pennsylvania,Easton/Allentown/Bethlehem,WEST/WHOL - Loud 106.9/99.5 - Rhythmic Contemporary/Hip Hop,Unknown Format
Pennsylvania,Easton/Allentown/Bethlehem,WTKZ - Mega 101.7 - Spanish CHR,Unknown Format
Pennsylvania,Erie,WXKC HD-2 - 104.3 The Vibe - Classic Hip Hop,Unknown Format
Pennsylvania,Harrisburg,WHKF - Real 99.3 - Urban Contemporary,Unknown Format
Pennsylvania,Harrisburg,WWKL - Hot 106.7 - Rhythmic Contemporary,Unknown Format
Pennsylvania,Philadelphia,WURD,AM 900
Pennsylvania,Philadelphia,WPPZ,Classix 107.9
Pennsylvania,Philadelphia,WPPZ-HD2 - Praise 107.9 HD2 - Urban contemporary gospel,Unknown Format
Pennsylvania,Philadelphia,WDAS-FM,105.3 WDAS
Pennsylvania,Philadelphia,WRNB,100.3 RNB
Pennsylvania,Philadelphia,WRNB HD-2 - 100.3 HD2 R&B & Hip-Hop - Urban contemporary,Unknown Format
Pennsylvania,Philadelphia,WRNB HD-3 - Philly's Favor 100.7 - Urban contemporary gospel,Unknown Format
Pennsylvania,Philadelphia,WUSL,Power 99FM
Pennsylvania,Philadelphia,WTEL - Philadelphia’s BIN 610 - Black-oriented news,Unknown Format
Pennsylvania,Philadelphia,WUMR - Rumba 106.1 - Spanish CHR,Unknown Format
Pennsylvania,Philadelphia,WEMG - Mega 105.7 - Spanish CHR,Unknown Format
Pennsylvania,Philadelphia,WHAT - La Kalle 99.9 - Spanish tropical,Unknown Format
Pennsylvania,Philadelphia,WPEN-HD3 - RITMO FM - Spanish tropical,Unknown Format
Pennsylvania,Pittsburgh,WGBN,Power 1360  98.9 FM
Pennsylvania,Pittsburgh,WAMO - WAMO 107.3 - Urban Contemporary/Hip Hop,Unknown Format
Pennsylvania,Reading,WLAN - Rumba 100.5 - Spanish tropical,Unknown Format
Pennsylvania,Reading,WRLD - Loud 98.5 - Rhythmic Contemporary/Hip Hop,Unknown Format
Pennsylvania,State College,WRSC HD-3 - Loud 101.5 - Rhythmic Contemporary/Hip Hop,Unknown Format
Pennsylvania,York,WGLD - Mega 107.1 - Spanish CHR,Unknown Format
Rhode Island,Providence,WWKX,Hot 106
Rhode Island,Providence,WSTL - Mega 94.9 - Spanish tropical,Unknown Format
Rhode Island,Providence,WPMZ - Poder 102.1 & 1110 - Spanish tropical,Unknown Format
South Carolina,Greenville/Spartanburg/Anderson,WJMZ-HD3 - Streetz 99.5 - Mainstream Urban,Unknown Format
South Carolina,Greenville/Spartanburg/Anderson,WFBC-HD2 96.3/104.5/107.7 The Block - Mainstream Urban,Unknown Format
South Carolina,Greenville/Spartanburg/Anderson,WJMZ,107.3 Jamz
South Carolina,Greenville/Spartanburg/Anderson,WHZT - Hot 98.1 - Rhythmic Top 40,Unknown Format
South Carolina,Greenville/Spartanburg/Anderson,"WXRU-LP - Smooth 107.9 - Rhythmic Oldies, Urban Oldies",Unknown Format
South Carolina,Greenville/Spartanburg/Anderson,WGVL - Greenville's BIN 1440 - Black-oriented news,Unknown Format
South Carolina,Greenville/Spartanburg/Anderson,WASC - 1530 Solid Gold Soul - Urban Oldies,Unknown Format
South Carolina,Charleston,WJNI,Gospel 106.3
South Carolina,Charleston,WSPO - Heaven 100.1 - Urban Gospel,Unknown Format
South Carolina,Charleston,WWWZ - Z93 Jamz - Mainstream Urban,Unknown Format
South Carolina,Charleston,WJNI-HD2 - Old school 92.1 - Classic Hip Hop,Unknown Format
South Carolina,Charleston,WMGL,Magic 107.3
South Carolina,Charleston,WXST,Star 99.7
South Carolina,Charleston,WXST-HD2 - 99.3 The Box - Mainstream Urban,Unknown Format
South Carolina,Charleston,WZJY - Latina 95.5 - Spanish tropical,Unknown Format
South Carolina,Columbia,WFMV,Gospel 620 AM 96.1/98.9/107.1
South Carolina,Columbia,WDEK - Praise 95.7 & 1170 - Urban Gospel,Unknown Format
South Carolina,Columbia,WJTB-HD2 - 105.1Worship and Word Network - Urban Gospel,Unknown Format
South Carolina,Columbia,WXBT,100.1 The Beat
South Carolina,Columbia,WXBT HD-2 - Columbia's BIN 105.5 - Black-oriented news,Unknown Format
South Carolina,Columbia,WHXT/WSCZ,Hot 103.9/93.9
South Carolina,Columbia,WLXC,Kiss 103.1
South Carolina,Columbia,WWDM,101.3 The Big DM
South Carolina,Myrtle Beach,WMIR,Rejoice 1200 AM/103.5
South Carolina,Myrtle Beach,WPJS,Gospel 1330 AM
South Carolina,Myrtle Beach,WDAI,98.5 Kiss FM
South Carolina,Florence,WBZF / WYNN,Glory 98.5 FM/540 AM
South Carolina,Florence,WJAY - 98.3 FM/1280 AM - Urban Gospel,Unknown Format
South Carolina,Florence,WALD - 98.7 FM/1080 AM - Urban Gospel,Unknown Format
South Carolina,Florence,WPDT,Almighty 105.1
South Carolina,Florence,WCMG,Magic 94.3
South Carolina,Florence,WZTF,The Flo 102.9
South Carolina,Florence,WYNN,WYNN 106.3
South Carolina,Florence,WDAR-FM,105.5 The Beat
South Carolina,Florence,WSIM-HD2 - Jamz 107.5 - Classic Hip Hop,Unknown Format
South Carolina,Sumter,WXHL - Reach Gospel Radio 89.1 - Urban Gospel,Unknown Format
South Carolina,Sumter,WLJI,Almighty 98.3
South Carolina,Sumter,WWHM,Old Skool 93.3/92.3
South Carolina,Orangeburg,WOCS,93.7
South Carolina,Orangeburg,WQKI-FM,Jamz 95.7
South Carolina,Orangeburg,WSPX,Almighty 94.5
South Carolina,Camden,WEAF - 1130 AM/99.5 - Urban Gospel,Unknown Format
South Carolina,St. Stephen,WTUA,Power 106
South Carolina,Beaufort,WVGB - Praise 94.5/1490 AM -Urban Gospel,Unknown Format
South Carolina,Beaufort,WKWQ - 100.7 -Urban Adult Contemporary,Unknown Format
South Carolina,Greenwood,WCZZ - Magic 102.7/1090 AM - Urban Oldies,Unknown Format
South Carolina,Denmark,"WVCD - 96.5 FM/790 AM - Urban Adult Contemporary, Urban Gospel",Unknown Format
South Carolina,Chester,WGCD - Urban adult contemporary,Unknown Format
Tennessee,Memphis,WBBP,AM 1480 - Urban Gospel
Tennessee,Memphis,WDIA,WDIA AM1070
Tennessee,Memphis,WLOK,1340 WLOK
Tennessee,Memphis,WLRM,Love WLRM 1380AM
Tennessee,Memphis,KJMS,V-101.1
Tennessee,Memphis,KJMS-HD2 - Black Information Network - Black-oriented news,Unknown Format
Tennessee,Memphis,KXHT,Hot 107.1
Tennessee,Memphis,WHAL-FM,Hallelujah 95.7
Tennessee,Memphis,WHRK,K-97.1
Tennessee,Memphis,WRBO,103.5 WRBO
Tennessee,Memphis,WQOX - 88.5 The Voice Of MSCS - Urban Adult Contemporary,Unknown Format
Tennessee,Memphis,WHBQ-HD2 - Bumpin 96.3 - Classic hip hop,Unknown Format
Tennessee,Nashville,WNTC - 790 AM & 104.9 FM The Gospel - Urban Gospel,Unknown Format
Tennessee,Nashville,WVOL,WVOL 1470 AM
Tennessee,Nashville,WQQK,92Q
Tennessee,Nashville,WUBT,101.1 The Beat
Tennessee,Nashville,WPRT-HD2 - 102.1 The Ville - Urban adult contemporary,Unknown Format
Tennessee,Nashville,WNRQ-HD2/W248BQ - Nashville's BIN 97.5 - Black-oriented news,Unknown Format
Tennessee,Knoxville,WJBE,Jammin' 99.7 FM & 1040 AM
Tennessee,Knoxville,WKHT,Hot 104.5
Tennessee,Knoxville,WTLT - Lit 97.1 - Urban contemporary,Unknown Format
Tennessee,Chattanooga,WNOO,107.3 FM & 1260 AM
Tennessee,Chattanooga,WJTT,Power 94
Tennessee,Chattanooga,WMPZ,G93
Tennessee,Chattanooga,WUSY HD-2 - Real 97.7 - Mainstream Urban,Unknown Format
Tennessee,Chattanooga,WPTP-LP 100.1 - Urban Gospel,Unknown Format
Tennessee,Jackson,WFKX,KIX 95.7
Tennessee,Jackson,WYJJ,JJ 97.7
Tennessee,Jackson,WJAK - Hot 96.1 - 96.1/1460 - Urban contemporary,Unknown Format
Tennessee,Johnson City,WWTB,105.3 The Beat
Texas,Dallas/Fort Worth,KGGR,KGGR 1040AM
Texas,Dallas/Fort Worth,KHVN/KKGM/K237HD,Dallas’ BIN
Texas,Dallas/Fort Worth,KBFB,97.9 The Beat
Texas,Dallas/Fort Worth,KKDA-FM,K104
Texas,Dallas/Fort Worth,KRNB,Smooth R&B 105.7
Texas,Dallas/Fort Worth,KZMJ,Majic 94.5
Texas,Dallas/Fort Worth,KDXX/KESS-FM - Latino Mix 107.9/107.1 - Spanish rhythmic,Unknown Format
Texas,Houston,KCOH,1230 The Source
Texas,Houston,KYOK,KYOK AM 1140 & FM 92.3
Texas,Houston,KWWJ,Gospel 96.9 FM & 1360 AM KWWJ
Texas,Houston,KBXX,97.9 The Box
Texas,Houston,KMJQ,Majic 102.1
Texas,Houston,KQBT,93.7 The Beat
Texas,Houston,KMAZ-LP - Amazing 102.5 - Urban Adult Contemporary/Urban Gospel,Unknown Format
Texas,Houston,KXYZ - Houston's BIN 1320 - Black-oriented news,Unknown Format
Texas,Houston,KAMA-FM - Latino Mix 104.9 - Spanish rhythmic,Unknown Format
Texas,Houston,KROI/KMJQ HD-2 - Praise 92.1 & 102.1 HD-2 - Urban Gospel,Unknown Format
Texas,San Antonio,KCHL,Gospel 92.1 FM & 1480 AM
Texas,San Antonio,KRTU-HD2/KROV-FM,91.7 HD-2 KROV-FM
Texas,San Antonio,KBBT,98.5 The Beat
Texas,San Antonio,KTFM-HD2/K233DB - We 94.5 - Rhythmic Contemporary/Hip Hop,Unknown Format
Texas,San Antonio,KVBH - Vibe 107.5 - Rhythmic Adult Contemporary,Unknown Format
Texas,San Antonio,KZEP-FM - 104.5 Latino Hits - Spanish CHR,Unknown Format
Texas,Austin,KAZI,KAZI 88.7
Texas,Austin,KKMJ-HD3/K240EL,Hot 95.9 
Texas,Austin,KPEZ,102.3 The Beat
Texas,Austin,KGSR - Latino 93.3 - Spanish rhythmic,Unknown Format
Texas,Beaumont/Port Arthur,KZZB,"KZZB, Rejoice 990"
Texas,Beaumont/Port Arthur,KTCX,Magic 102.5
Texas,Beaumont/Port Arthur,KKMY,104.5 KISS-FM
Texas,Beaumont/Port Arthur,KKMY HD-2/K277AG,103.3 The Beat
Texas,Amarillo,KQIZ-FM,93.1 The Beat
Texas,Abilene,KTJK-HD2 - Infinity FM - Rhythmic Top 40,Unknown Format
Texas,Lubbock,KBTE,104.9 The Beat
Texas,Lubbock,KLZK-HD2/K222CQ, 92.3 The Vibe
Texas,Killeen/Temple,KIIZ-FM,Z92.3
Texas,Killeen/Temple,KSSM,My Kiss 103.1
Texas,Killeen/Temple,KOOC,B106
Texas,Odessa/Midland,KZBT,B93
Texas,Wichita Falls,KQXC-FM,Hot 103.9
Texas,Corpus Christi,KZFM,Hot Z95
Texas,Corpus Christi,KNDA,102.9 Da Bomb
Texas,Corpus Christi,KOUL - Fuego Radio 107.7 & 103.3 - Bilingual Rhythmic CHR,Unknown Format
Texas,El Paso,KPRR,Power 102
Texas,El Paso,KPRR-HD2 - Hot 93.5 - Rhythmic Oldies/Classic Hip Hop,Unknown Format
Texas,McAllen/Brownsville/Harlingen,KBFM,Wild 104
Texas,McAllen/Brownsville/Harlingen,KKPS - Fuego 99.5 - Bilingual Rhythmic CHR,Unknown Format
Texas,Tyler/Longview,KGLD - Gospel 1330 & 104.9 - Urban Gospel (Tyler),Unknown Format
Texas,Tyler/Longview,KBLZ / KAZE,102.7 / 106.9 The Blaze
Texas,Tyler/Longview,KISX,107.3 Kiss-FM
Texas,Lufkin/Nacogdoches,KZXL - Hot 96.3 - Urban Contemporary,Unknown Format
Texas,Lufkin/Nacogdoches,KSML - Power 103.7 - Urban Gospel,Unknown Format
Texas,Texarkana,KZRB,B103.5
Texas,Texarkana,KTOY,104.7 KTOY
Texas,Texarkana,KMJI - Majic 93.3 - Urban Contemporary,Unknown Format
Texas,Waco,KWBT,Magic 94.5
Texas,Waco,KBGO-HD2/K236BR - Z95.1 - Urban contemporary,Unknown Format
Texas,Waco,KBHT-HD4/K297CC - The Beat 107.3 - Urban contemporary/Hip-Hop,Unknown Format
Texas,Jacksonville,KJTX,104.5 KJTX
Texas,San Angelo,KMDX - 106.1 MDX - Rhythmic contemporary,Unknown Format
Texas,Bryan/College Station,KBXT - 101.9 The Beat - Urban Contemporary,Unknown Format
Utah,Salt Lake City,KUUU,92.5 The Beat
Utah,Salt Lake City,KBMG - Latino 106.3 - Spanish CHR,Unknown Format
Vermont,Burlington,WGPL,WGPL 1350 AM
Vermont,Burlington,WPCE,Peace Radio 1400 AM - Urban contemporary gospel
Vermont,Burlington,WFMI,Rejoice 100.9FM
Vermont,Burlington,WHBT-FM,92.1 The Beat
Vermont,Burlington,WNVZ,Z104
Vermont,Burlington,WMTO-LD/WXTG-FM - Streetz 87.7 & 102.1 - Urban contemporary,Unknown Format
Vermont,Burlington,WNSB,Hot 91.1
Vermont,Burlington,WOWI,103 Jamz
Vermont,Burlington,WVKL,95-7 R&B
Vermont,Burlington,WNOH - Norfolk's BIN 105.3 - Black-oriented news,Unknown Format
Vermont,Burlington,WVBW-FM - 100.5 The Vibe - Urban adult hits,Unknown Format
Vermont,Burlington,WVXX - La Selecta 103.3 FM 1050 AM - Spanish tropical,Unknown Format
Virginia,Norfolk/Virginia Beach/Newport News,WGPL,WGPL 1350 AM
Virginia,Norfolk/Virginia Beach/Newport News,WPCE,Peace Radio 1400 AM - Urban contemporary gospel
Virginia,Norfolk/Virginia Beach/Newport News,WFMI,Rejoice 100.9FM
Virginia,Norfolk/Virginia Beach/Newport News,WHBT-FM,92.1 The Beat
Virginia,Norfolk/Virginia Beach/Newport News,WNVZ,Z104
Virginia,Norfolk/Virginia Beach/Newport News,WMTO-LD/WXTG-FM - Streetz 87.7 & 102.1 - Urban contemporary,Unknown Format
Virginia,Norfolk/Virginia Beach/Newport News,WNSB,Hot 91.1
Virginia,Norfolk/Virginia Beach/Newport News,WOWI,103 Jamz
Virginia,Norfolk/Virginia Beach/Newport News,WVKL,95-7 R&B
Virginia,Norfolk/Virginia Beach/Newport News,WNOH - Norfolk's BIN 105.3 - Black-oriented news,Unknown Format
Virginia,Norfolk/Virginia Beach/Newport News,WVBW-FM - 100.5 The Vibe - Urban adult hits,Unknown Format
Virginia,Norfolk/Virginia Beach/Newport News,WVXX - La Selecta 103.3 FM 1050 AM - Spanish tropical,Unknown Format
Virginia,Richmond,WPZZ,Praise 104.7
Virginia,Richmond,WREJ - Rejoice 101.3/990AM - Urban contemporary gospel,Unknown Format
Virginia,Richmond,WBTJ,106.5 The Beat
Virginia,Richmond,WCDX,iPower 92-1/104-1
Virginia,Richmond,WKJS/WKJM,99.3/105.7 Kiss FM
Virginia,Richmond,WXGI/WTPS - 99.5/102.7 The Box - Classic Hip Hop,Unknown Format
Virginia,Richmond,WQCN-LP - The Choice 105.3FM - Gospel,Unknown Format
Virginia,Roanoke/Lynchburg,WLLL,Gospel Radio AM930
Virginia,Roanoke/Lynchburg,WVBE-FM and WVBB,Vibe 100.1 & 97.7
Virginia,Roanoke/Lynchburg,WROV-HD2/W244AV - Roanoke's BIN 96.7 - Black-oriented news,Unknown Format
Virginia,Roanoke/Lynchburg,WJJS/WJJX - 93.5 & 102.7 JJS Rhythmic Top 40,Unknown Format
Virginia,Lawrenceville,"WHLQ - Mix 105.5 - Urban contemporary gospel, Urban oldies, Southern soul",Unknown Format
Virginia,South Hill,WSHV - 967WSHV - Urban oldies,Unknown Format
Virginia,Charlottesville,WVAI-LP - 101 Jamz - Urban contemporary,Unknown Format
Virginia,Hampton Roads,WHOV,88.1 WHOV
Virginia,Hampton Roads,WTJZ/W223CT/W285FM - Praise 104.9 - Urban gospel,Unknown Format
Virginia,Hampton Roads,WXTG - The Groove - Classic soul/Urban oldies,Unknown Format
Virginia,Pulaski,WBLB - Family 1340 - Southern gospel/Black gospel,Unknown Format
Virginia,Danville,WDVA - Black gospel,Unknown Format
Virginia,Danville,WKBY - Inspirational 1080 - Black gospel/Religious,Unknown Format
Virginia,Marion,WHNK - Praise N’ Glory Radio - Black gospel,Unknown Format
Virginia,Franklin,WJZU - Praise 99.1FM & 1250AM - Black gospel,Unknown Format
Virginia,South Boston,WSBV - Black gospel,Unknown Format
Washington,Seattle/Tacoma,KHHO - Seattle's BIN 850 - Black-oriented news,Unknown Format
Washington,Seattle/Tacoma,KYIZ,1620 - Z-Twins
Washington,Seattle/Tacoma,KRIZ,1420 - Z-Twins
Washington,Seattle/Tacoma,KHTP,HOT 103.7
Washington,Seattle/Tacoma,KUBE-HD2 - KUBE 93.3 HD2 - Urban Contemporary,Unknown Format
Washington,Spokane,KEZE,Hot 96.9
Washington,Spokane,KZFS - Hooptown 101.5 - Classic hip hop,Unknown Format
Washington,Yakima,KHHK,Hot 99.7
West Virginia,Charleston,WRVZ - 107.3 The Beat,Rhythmic contemporary
West Virginia,Martinsburg,WDLD - Live 96.7 - Rhythmic Top 40,Unknown Format
West Virginia,Mount Pleasant,WTHQ - 94Q FM - Rhythmic Top 40,Unknown Format
Wisconsin,Madison,WJQM,93.1 Jamz
Wisconsin,Milwaukee,WGLB - WGLB 1560 AM & 96.1 FM - Urban Gospel,Unknown Format
Wisconsin,Milwaukee,WJMR-FM,Jammin' 98.3
Wisconsin,Milwaukee,WKKV,V-100.7
Wisconsin,Milwaukee,WNOV,The Voice 106.5 & 860
Wisconsin,Milwaukee,WXSS HD-2 - Hot 105.7 - Urban Contemporary/Hip Hop,Unknown Format
Wisconsin,Milwaukee,WGKB - 101.7 The Truth,Black talk
Wyoming,Cheyenne,KARS-FM - Power 102.9 - Rhythmic Top 40/Hip Hop,Unknown Format
