State,City,Station,Format,City Match,State Match,FCC URL
Florida,Jacksonville,WJGL-HD2,Power 106.1 - Urban contemporary,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WJGL/rss
Florida,Jacksonville,WJNJ,Pure Radio 1320 & 103.7 - Urban contemporary gospel,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WJNJ/rss
Florida,Jacksonville,WHJX - Hot 106.5 - Urban Adult Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WHJX/rss
Florida,Jacksonville,WKSL HD-3 - Praise 107.9 - Urban contemporary gospel,Unknown Format,No,No,
Florida,Jacksonville,WYKB - Flow 105.3 - Spanish rhythmic,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WYKB/rss
Florida,Jacksonville,WEWC/WJXR - Latina 92.1 - Spanish tropical,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WEWC/rss
Florida,Jacksonville,WQIK-HD2 - Rumba 106.9 - Spanish tropical,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WQIK-FM/rss
Florida,Orlando/Daytona Beach,WOKB,WOKB 1680 AM,No,Yes,https://publicfiles.fcc.gov/am-profile/WOKB/rss
Florida,Orlando/Daytona Beach,WCFB,Star 94.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WCFB/rss
Florida,Orlando/Daytona Beach,WTKS-HD2 ,104.5 The Beat,No,No,https://publicfiles.fcc.gov/am-profile/WTKS/rss
Florida,Orlando/Daytona Beach,"WPOZ-HD3 - ""G-Praise 106.3/93.3"" — Urban contemporary gospel",Unknown Format,No,No,
Florida,Orlando/Daytona Beach,WPOZ-HD2 -  Hot 95.9 — Christian Hip Hop,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPOZ/rss
Florida,Orlando/Daytona Beach,WHPB-LP - 98.5 The Wire - Urban Contemporary/Community Radio,Unknown Format,No,No,
Florida,Orlando/Daytona Beach,WHOG HD-2 - Hot 94.1 - Urban Contemporary (Daytona Beach),Unknown Format,No,No,
Florida,Orlando/Daytona Beach,WRWS-LP - Urban contemporary,Unknown Format,No,No,
Florida,Orlando/Daytona Beach,WURB-LP - Urbana 92.7 - Spanish urban,Unknown Format,No,No,
Florida,Orlando/Daytona Beach,WFYY - Fly 103.1 - Rhythmic contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WFYY/rss
Florida,Orlando/Daytona Beach,"WRUM - Rumba 100.3 - Latin pop/Reggaeton/Tropical music
WRUM-HD2 - Mega 97.1 - Spanish CHR",Unknown Format,No,No,
Florida,Orlando/Daytona Beach,WRUM-HD2 - Mega 97.1 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRUM/rss
Florida,Orlando/Daytona Beach,WPYO - El Zol 95.3 - Spanish tropical,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPYO/rss
Florida,Orlando/Daytona Beach,WOEX - Exitos 96.5 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WOEX/rss
Florida,West Palm Beach,WMBX,X102.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WMBX/rss
Florida,West Palm Beach,WLLY HD-3 - Yo 107.1 - Classic Hip Hop,Unknown Format,No,No,
Florida,West Palm Beach,WZZR HD-2 - Jam'n 93.3 - Classic Hip Hop,Unknown Format,No,No,
Florida,West Palm Beach,WRLX - Mia 94.3 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRLX/rss
Florida,West Palm Beach,WFLM,104.7 The Flame,No,Yes,https://publicfiles.fcc.gov/fm-profile/WFLM/rss
Florida,Fort Myers/Naples,WZKO - 1350/107.5 Jamz - Urban Adult Contemporary,Unknown Format,No,No,
Florida,Fort Myers/Naples,WBTT,105.5 the Beat,No,Yes,https://publicfiles.fcc.gov/fm-profile/WBTT/rss
Florida,Fort Myers/Naples,WFFY - Fly 98.5 - Rhythmic Contemporary/Hip-Hop,Unknown Format,No,No,
Florida,Fort Myers/Naples,WOKE-LP - 94.9 The City - Urban Contemporary,Unknown Format,No,No,
Florida,Fort Myers/Naples,WXKB HD-2 - 96.5 & 101.5 The Bounce - Classic Hip Hop,Unknown Format,No,No,
Florida,Fort Myers/Naples,WHEL - 93.7 Latino - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WHEL/rss
Florida,Fort Myers/Naples,WWCN - Playa 99.3 - Spanish tropical,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WWCN/rss
Florida,Pensacola,WRNE,Choice 106.9 & AM 980,No,Yes,https://publicfiles.fcc.gov/am-profile/WRNE/rss
Florida,Pensacola,WNVY,1090AM the Light,No,Yes,https://publicfiles.fcc.gov/am-profile/WNVY/rss
Florida,Pensacola,WBLX-FM,93BLX,No,No,https://publicfiles.fcc.gov/fm-profile/WBLX-FM/rss
Florida,Pensacola,WRRX,Magic 106.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRRX/rss
Florida,Pensacola,WRGV - 107.3 The Beat - Mainstream urban,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WRGV/rss
Florida,Pensacola,WMEZ - Hot 94.1 - Rhythmic Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WMEZ/rss
Florida,Tallahassee,WSTT,AM 730 - Urban contemporary gospel,No,No,https://publicfiles.fcc.gov/am-profile/WSTT/rss
Florida,Tallahassee,WHBX,96.1 Jamz,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WHBX/rss
Florida,Tallahassee,WWLD,Blazin' 102.3,No,No,https://publicfiles.fcc.gov/fm-profile/WWLD/rss
Florida,Tallahassee,WANM - The Flava Station 90.5 - Urban Contemporary/College Radio,Unknown Format,No,No,
Florida,Tallahassee,WWLD HD-2 - Heaven 98.3 - Urban Gospel,Unknown Format,No,No,
Florida,Tallahassee,WGMY HD-2 - 105.3 The Beat - Mainstream urban,Unknown Format,No,No,
Florida,Tallahassee,WGMY HD-3 - Tallahassee's BIN 100.3 - Black-oriented news,Unknown Format,No,No,
Florida,Tallahassee,WQTL - Vibe 106.1 - Rhythmic Adult Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WQTL/rss
Florida,Panama City,WEBZ,99.3 The Beat,No,Yes,https://publicfiles.fcc.gov/fm-profile/WEBZ/rss
Florida,Gainesville,WTMG,Magic 101.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WTMG/rss
Florida,Gainesville,WAJD - 98.9 Jamz - Urban contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WAJD/rss
Florida,Gainesville,WDVH - R&B 94.1 - Urban oldies-leaning urban adult contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WDVH/rss
Florida,Gainesville,WKTK-HD2/WRBD/WMOP - Power 92.1 - Urban contemporary,Unknown Format,No,No,
Florida,Vero Beach/Fort Pierce,WQCP - Q-91.1 - Urban Adult Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WQCP/rss
Florida,Cocoa Beach,WRRJ - Reggae,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WRRJ/rss
Florida,Lakeland/Winter Haven,WSIR - Family Radio 1490 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WSIR/rss
Florida,Lake City,WUAF-LP - Angel 107.9 - Gospel,Unknown Format,No,No,
Georgia,Atlanta,WAOK,News/Talk 1380 WAOK - Urban News/Talk,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WAOK/rss
Georgia,Atlanta,WPZE,Praise 102.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPZE/rss
Georgia,Atlanta,WAMJ/WUMJ,Majic 107.5/97.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WAMJ/rss
Georgia,Atlanta,WALR-FM,Kiss 104.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WALR-FM/rss
Georgia,Atlanta,WHTA,Hot 107.9,No,Yes,https://publicfiles.fcc.gov/fm-profile/WHTA/rss
Georgia,Atlanta,WRDG - 96.1 The Beat - Urban contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WRDG/rss
Georgia,Atlanta,W233BF WIPK WFDR-FM WWSZ,Streetz 94.5,No,No,
Georgia,Atlanta,WVEE,V-103,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WVEE/rss
Georgia,Atlanta,W275BK,Classix 102.9,No,No,
Georgia,Atlanta,W250BC,OG 97.9,No,No,
Georgia,Atlanta,WSTR - Star 94 - Rhythmic Adult Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WSTR/rss
Georgia,Atlanta,WBIN - Atlanta's BIN 640 - Black-oriented news,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WBIN/rss
Georgia,Atlanta,"WYKG - 105.5 FM/AM 1430 The King - Urban Oldies, Classic Hip-Hop",Unknown Format,No,No,
Georgia,Atlanta,WBZY - Z105.7 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WBZY/rss
Georgia,Atlanta,WXJO - My City 104.5 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WXJO/rss
Georgia,Atlanta,WIGO - Pacesetter 1570 AM -  Urban adult contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WIGO/rss
Georgia,Augusta,WEZO - 1230 The Blaze - Urban AC/Black Gospel,Unknown Format,No,No,
Georgia,Augusta,WNRR - Gospel 1380 - Urban Gospel,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WNRR/rss
Georgia,Augusta,WTHB,Praise 1550 AM,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WTHB/rss
Georgia,Augusta,WKZK,The Spirit 103.7 FM & 1600 AM,No,No,https://publicfiles.fcc.gov/am-profile/WKZK/rss
Georgia,Augusta,WAEG,Smooth Jazz 92.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WAEG/rss
Georgia,Augusta,WAAW,Shout 94.7,No,No,https://publicfiles.fcc.gov/fm-profile/WAAW/rss
Georgia,Augusta,WKSP,96.3 Kiss FM,No,No,https://publicfiles.fcc.gov/fm-profile/WKSP/rss
Georgia,Augusta,WTHB,Praise 96.9,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WTHB/rss
Georgia,Augusta,WIIZ,The Wiz 97.9,No,No,https://publicfiles.fcc.gov/fm-profile/WIIZ/rss
Georgia,Augusta,WAKB,Magic 100.9 ,No,Yes,https://publicfiles.fcc.gov/fm-profile/WAKB/rss
Georgia,Augusta,WFXA,Foxie 103 Jamz,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WFXA-FM/rss
Georgia,Augusta,WKZK,Sonshine 103.7,No,No,https://publicfiles.fcc.gov/am-profile/WKZK/rss
Georgia,Augusta,WPRW,Power 107,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPRW-FM/rss
Georgia,Augusta,WCHZ-FM,HOT 95.5/93.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WCHZ-FM/rss
Georgia,Augusta,WYBO - 92.9 The Soul Mine - Rhythmic Oldies,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WYBO/rss
Georgia,Augusta,WYNF - Augusta's BIN 1340 - Black-oriented news,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WYNF/rss
Georgia,Savannah,WSOK,1230/99.7 WSOK,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WSOK/rss
Georgia,Savannah,WEAS-FM − E93 − Mainstream Urban,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WEAS-FM/rss
Georgia,Savannah,WQBT,94.1 The Beat,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WQBT/rss
Georgia,Savannah,WLVH,Love 101.1,No,No,https://publicfiles.fcc.gov/fm-profile/WLVH/rss
Georgia,Savannah,WTYB,Magic 103.9,No,No,https://publicfiles.fcc.gov/fm-profile/WTYB/rss
Georgia,Savannah,WXYY - G100 - Rhythmic contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WXYY/rss
Georgia,Columbus,WOKS,WOKS AM1340,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WOKS/rss
Georgia,Columbus,WAGH,Magic 101.3,No,No,https://publicfiles.fcc.gov/fm-profile/WAGH/rss
Georgia,Columbus,WBFA,98.3 the Beat,No,No,https://publicfiles.fcc.gov/fm-profile/WBFA/rss
Georgia,Columbus,WEAM-FM,Praise 100.7,No,Yes,https://publicfiles.fcc.gov/fm-profile/WEAM-FM/rss
Georgia,Columbus,WFXE,Foxie 105,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WFXE/rss
Georgia,Columbus,WKZJ,K-92.7,No,No,https://publicfiles.fcc.gov/fm-profile/WKZJ/rss
Georgia,Columbus,WKCN-HD2,HIP HOP 106.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WKCN/rss
Georgia,Columbus,WTLM - Hallelujah 1520 AM - Urban contemporary gospel,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WTLM/rss
Georgia,Columbus,WHTY/W234BX - Columbus’ BIN 94.7/1460 - Black-oriented news,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WHTY/rss
Georgia,Columbus,WLTC-HD2 - Smooth RnB 92.1 - Urban adult contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WLTC/rss
Georgia,Macon,WFXM,Power 107.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WFXM/rss
Georgia,Macon,WIBB-FM,97.9 WIBB,No,Yes,https://publicfiles.fcc.gov/fm-profile/WIBB-FM/rss
Georgia,Macon,WLZN,MACON 92.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WLZN/rss
Georgia,Macon,WQMJ,Majic 100 FM,No,Yes,https://publicfiles.fcc.gov/fm-profile/WQMJ/rss
Georgia,Macon,WRBV,V-101.7,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRBV/rss
Georgia,Macon,WRWR,Kiss 105.1/107.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRWR/rss
Georgia,Macon,WYPZ - Praise 99.5 - Urban gospel,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WYPZ/rss
Georgia,Macon,WMGE - Macon's BIN 1670 - Black-oriented news,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WMGE/rss
Georgia,Macon,WUXL - My City - Urban gospel,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WUXL/rss
Georgia,Albany,"WUTU - ""Old School Classics 88.3 Urban Oldies",Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WUTU/rss
Georgia,Albany,WJYZ,AM960 the Light,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WJYZ/rss
Georgia,Albany,WJIZ,96.3 WJIZ,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WJIZ-FM/rss
Georgia,Albany,WQVE,V-101.7,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WQVE/rss
Georgia,Albany,WMRZ,98.1 Kiss FM - Urban adult contemporary,No,Yes,https://publicfiles.fcc.gov/fm-profile/WMRZ/rss
Georgia,Albany,WZBN,Praise 105.5 Urban contemporary gospel,No,Yes,https://publicfiles.fcc.gov/fm-profile/WZBN/rss
Georgia,Albany,WMRG,"""Streetz 93.5"" - Urban contemporary",No,Yes,https://publicfiles.fcc.gov/fm-profile/WMRG/rss
Georgia,Albany,"WASU-LP - ""Real 92.7"" - Urban contemporary",Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WASU-FM/rss
Georgia,Albany,"WTTY - ""97.7 The Beat"" - Urban Adult Contemporary",Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WTTY/rss
Georgia,Brunswick,WSOL-FM - V-101.5,Urban Adult Contemporary,No,No,https://publicfiles.fcc.gov/am-profile/WSOL/rss
Georgia,Brunswick,WBGA - Real 96.3,Urban  contemporary,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WBGA/rss
Georgia,Valdosta,WGUN,Magic 950,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WGUN/rss
Georgia,Valdosta,WHLJ-FM,Foxy 97.5,No,Yes,https://publicfiles.fcc.gov/am-profile/WHLJ/rss
Georgia,Valdosta,WGOV-FM,Power 96.7,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WGOV-FM/rss
Georgia,Valdosta,WSTI-FM,Star 105.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WSTI-FM/rss
Georgia,Valdosta,WWRQ-FM -  107.9 The Beat - Urban contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WWRQ-FM/rss
Georgia,Elberton,WVGC - Jams 1400 - Urban adult contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WVGC/rss
Georgia,Dublin,WDBN - 107.9 Jamz - Urban contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WDBN/rss
Georgia,Irwinton,WVKX - Love 103.7 - Urban contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WVKX/rss
Georgia,Lincolnton,WLCZ - Gospel/Inspirational,Unknown Format,No,No,
Hawaii,Honolulu,KUBT,93.9 The Beat,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KUBT/rss
Hawaii,Honolulu,KUBT HD-2 - Jamz Hawaii - Classic Hip Hop,Unknown Format,No,No,
Hawaii,Honolulu,KUMU-FM,94.7 KUMU,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KUMU-FM/rss
Hawaii,Honolulu,KPHW - Power 104.3 - Rhythmic Top 40,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KPHW/rss
Hawaii,Honolulu,KQMQ-FM - HI93 - Contemporary Hawaiian/Reggae,Unknown Format,No,No,
Hawaii,Honolulu,KDNN - Island 98.5 - Hawaiian contemporary hits,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KDNN/rss
Hawaii,Honolulu,KCCN-FM - FM100 - Hawaiian contemporary hits,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KCCN-FM/rss
Hawaii,Maui,KJMD,Da Jam 98.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/KJMD/rss
Hawaii,Maui,KLHI-FM - HI92 - Hawaiian/Reggae,Unknown Format,No,No,
Hawaii,Kauai,KJMQ,98.1 Jamz,No,Yes,https://publicfiles.fcc.gov/fm-profile/KJMQ/rss
Hawaii,Kauai,KSRF - HI95  - Contemporary Hawaiian/Reggae,Unknown Format,No,No,
Idaho,Boise,KWYD - Wild 101.1,Rhythmic contemporary,No,Yes,https://publicfiles.fcc.gov/fm-profile/KWYD/rss
Idaho,Boise,KFXD - Power 105.5 - Rhythmic contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/KFXD/rss
Idaho,Boise,KOAY - Project 88.7 - Rhythmic CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KOAY/rss
Idaho,Twin Falls,KXTA-HD3 - Mega 97.5 - Bilingual CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KXTA-FM/rss
Illinois,Bloomington,WXRJ-LP - Real Radio 94.9 - Urban Adult Contemporary,Unknown Format,No,No,
Illinois,Chicago,WGRB,Inspiration 1390,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WGRB/rss
Illinois,Chicago,WGCI-FM,107.5 WGCI,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WGCI-FM/rss
Illinois,Chicago,WVAZ,V103,No,Yes,https://publicfiles.fcc.gov/fm-profile/WVAZ/rss
Illinois,Chicago,WPWX,Power 92,No,No,https://publicfiles.fcc.gov/fm-profile/WPWX/rss
Illinois,Chicago,WBBM-FM - B96 - Rhythmic Top 40,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WBBM/rss
Illinois,Chicago,WSRB,106.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WSRB/rss
Illinois,Chicago,WBMX - 104.3 Jams - Classic Hip Hop,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WBMX/rss
Illinois,Chicago,WVON - AM 1690 WVON - Urban Talk,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WVON/rss
Illinois,Chicago,WYCA - Rejoice 102.3 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WYCA/rss
Illinois,Chicago,WWHN - Comfortable Radio - Urban AC,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WWHN/rss
Illinois,Chicago,WOJO-HD2 - Streetz 95.1 & 105.1 HD2 - Urban contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WOJO/rss
Illinois,Chicago,WVIV-FM - Latino Mix 93.5 - Spanish rhythmic,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WVIV-FM/rss
Illinois,Chicago,WBEZ-HD2 - WBEW Vocalo Urban Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WBEZ/rss
Illinois,Chicago,WMFN/WVAZ-HD2 - Chicago's BIN 640 - Black-oriented news,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WMFN/rss
Illinois,Decatur,WYDS-HD2 - Magic 95.5 - Urban Adult Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WYDS/rss
Illinois,Champaign,WCZQ,Hot 105.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WCZQ/rss
Illinois,Champaign,WLRW-HD2 - 97.9 The Vibe - Urban adult contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WLRW/rss
Illinois,Champaign,"WILL-HD2 - Illinois Soul - Smooth jazz, neo soul, R&B",Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/KDJS/rss
Illinois,Peoria,WAZU - Strictly Hip-Hop 90.7 FM - Urban Contemporary/Hip Hop,Unknown Format,No,No,
Illinois,Peoria,WZPW,Z-92.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WZPW/rss
Illinois,Peoria,WPNV-LP - 106.3 WPNV - Urban Adult Contemporary,Unknown Format,No,No,
Illinois,Peoria,WKZF - KZ-102.3 - Rhythmic Adult Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WKZF/rss
Illinois,Peoria,WVEL - AM 1140 - Urban gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WVEL/rss
Illinois,Rockford,WYRB,Power 106,No,Yes,https://publicfiles.fcc.gov/fm-profile/WYRB/rss
Illinois,Rockford,WYRB HD-2 - Urban Adult Contemporary (Simulcast of WSRB in Chicago),Unknown Format,No,No,
Illinois,Rockford,WYRB HD-3 - Urban Gospel (Simulcast of WYCA in Chicago),Unknown Format,No,No,
Illinois,Quad Cities,WGVV-LP,Groove 92.5,No,No,
Indiana,Indianapolis,WTLC,1310 the Light,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WTLC/rss
Indiana,Indianapolis,WHHH - Hot 100.9 - Urban contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WHHH/rss
Indiana,Indianapolis,WTLC-FM,WTLC 106.7,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WTLC/rss
Indiana,Indianapolis,WZRL - Real 98.3 - Mainstream urban,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WZRL/rss
Indiana,Indianapolis,WSYW - Exitos 94.3 - Spanish CHR,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WSYW/rss
Indiana,South Bend,WSMK,Smokin' 99.1,No,No,https://publicfiles.fcc.gov/fm-profile/WSMK/rss
Indiana,South Bend,WUBU - The New Mix 102.3 - Urban adult contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WUBU/rss
Indiana,Fort Wayne,WJFX-HD2 - Loud 103.3 - Rhythmic Top 40/Hip Hop,Unknown Format,No,No,
Indiana,Fort Wayne,WJFX-HD3,B-96.9,No,Yes,https://publicfiles.fcc.gov/fm-profile/WJFX/rss
Indiana,Fort Wayne,WRNP/WBCL HD-2 - Rhythm & Praise 94.1 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRNP/rss
Indiana,Evansville,WEOA,98.5 WEOA,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WEOA/rss
Iowa,Des Moines,KJMC,K-Jam 89.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KJMC/rss
Iowa,Waterloo,KBBG,88.1,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KBBG/rss
Iowa,Waterloo,KBDJ-LP - KBDJ 97.1 The Hot Jamz - Urban Contemporary,Unknown Format,No,No,
Kansas,Wichita,KDGS,Power 93.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/KDGS/rss
Kansas,Wichita,KYOM-LP - KYOM 104.9 - Urban Contemporary/Community Radio,Unknown Format,No,No,
Kansas,Topeka,KQRB - 96.9 The Beat - Urban Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KQRB/rss
Kentucky,Louisville,WLLV,Gospel 101.9 FM & 1240 AM,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WLLV/rss
Kentucky,Louisville,WLOU/WLUE,104.7 Jamz,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WLOU/rss
Kentucky,Louisville,WGZB,B96.5,No,No,https://publicfiles.fcc.gov/fm-profile/WGZB-FM/rss
Kentucky,Louisville,WMJM,Magic 101.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WMJM/rss
Kentucky,Louisville,WTFX-FM,Real 93.1,No,No,https://publicfiles.fcc.gov/fm-profile/WTFX-FM/rss
Kentucky,Louisville,WRKA - 103.9 The Groove - Urban Adult Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WRKA/rss
Kentucky,Lexington,WBTF,107.9 the Beat,No,Yes,https://publicfiles.fcc.gov/fm-profile/WBTF/rss
Kentucky,Lexington,WLKT HD-2,Real 103.9,No,No,
Kentucky,Owensboro,WXCM HD-3 - 100.5 The Vibe - Classic Hip Hop,Unknown Format,No,No,
Kentucky,Bowling Green,WOVO-HD2/W239BT/W240CP - 95.9 The Vibe - Rhythmic Top 40,Unknown Format,No,No,
Kentucky,"Pineville, Kentucky",WQJM - Jamz 98.1 - Rhythmic Hot AC,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WQJM/rss
Louisiana,New Orleans,"WBOK - WBOK 1230 AM - Urban Talk, Urban Gospel, Brokered Programming",Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WBOK/rss
Louisiana,New Orleans,KKNO,K-75AM & K-107.1,No,Yes,https://publicfiles.fcc.gov/am-profile/KKNO/rss
Louisiana,New Orleans,WYLD,Hallelujah 940,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WYLD/rss
Louisiana,New Orleans,WODT/K244FX - New Orleans’ BIN 1280 - Black-oriented news,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WODT/rss
Louisiana,New Orleans,WQUE-FM,Q93.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WQUE-FM/rss
